1,0, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,38
4286,0, Private,161226, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,43
4287,0, ?,160995, 10th,6, Divorced, ?, Not-in-family, White, Female,1086.0,0.0,20.0, United-States,66
4288,0, Private,208598, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States,23
4289,0, Self-emp-not-inc,200471, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,49
4290,0, Private,256609, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico,32
4291,0, Private,176684, Assoc-voc,11, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,49
4292,0, Private,206512, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,33
4293,0, Private,212640, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,85.0, United-States,28
4294,0, Private,148724, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40.0, United-States,47
4295,0, Private,266510, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,41
4296,1, Local-gov,240252, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,34
4297,0, Private,358975, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States,25
4298,0, ?,124242, Some-college,10, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States,20
4299,0, Private,434710, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,15.0, United-States,21
4300,0, Private,204338, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0.0,0.0,30.0, ?,25
4301,0, Private,241844, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,46
4302,0, Private,191342, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Cambodia,37
4303,1, Private,221947, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,56.0, United-States,41
4304,0, Private,111483, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0.0,1504.0,50.0, United-States,44
4305,1, Private,65278, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,30
4306,0, Private,133403, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,54
4307,0, Self-emp-not-inc,166416, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,99.0, United-States,35
4308,0, ?,142158, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0.0,0.0,12.0, United-States,58
4309,0, Private,221480, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,25.0, Ecuador,21
4310,1, Self-emp-not-inc,189878, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,35
4311,1, Private,278403, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,80.0, United-States,35
4312,0, Private,184710, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,20.0, United-States,19
4313,0, Private,177775, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,48
4314,0, ?,275943, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, Nicaragua,56
4315,0, Self-emp-not-inc,225473, Some-college,10, Widowed, Craft-repair, Not-in-family, White, Female,0.0,0.0,35.0, United-States,65
4316,0, Private,289403, Bachelors,13, Separated, Adm-clerical, Unmarried, Black, Male,0.0,0.0,35.0, United-States,40
4317,0, Private,269060, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,26
4318,0, Private,449354, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,45
4319,0, Private,214413, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,26
4320,0, Private,80058, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,32
4321,1, Private,202027, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,27828.0,0.0,50.0, United-States,35
4322,0, Self-emp-not-inc,123440, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,48.0, United-States,22
4323,0, Private,191524, Assoc-voc,11, Separated, Prof-specialty, Own-child, White, Female,0.0,0.0,38.0, United-States,37
4324,0, Private,308144, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,25
4325,0, Private,164204, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,53.0, ?,64
4326,1, Private,205100, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States,46
4327,0, Private,195750, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,27.0, United-States,30
4328,1, Private,149756, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,63
4329,1, Local-gov,240358, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,51
4330,0, Self-emp-not-inc,241174, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,16.0, United-States,68
4331,0, Private,356838, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, Canada,36
4332,0, Self-emp-inc,115705, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,28
4333,0, Local-gov,137142, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,41
4334,0, Private,296066, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,47
4335,0, Private,401335, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,30.0, United-States,22
4336,0, ?,182771, Bachelors,13, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0.0,0.0,80.0, Philippines,33
4337,1, Self-emp-inc,186824, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States,34
4338,1, Federal-gov,162187, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,46
4339,0, Private,98010, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,28
4340,1, Private,172538, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,52.0, United-States,36
4341,0, Private,80163, Some-college,10, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,18
4342,1, Local-gov,43959, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,50.0, United-States,33
4343,1, Private,162632, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298.0,0.0,60.0, United-States,51
4344,0, Self-emp-not-inc,115422, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States,56
4345,0, Private,100933, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,54
4346,0, Private,270379, HS-grad,9, Never-married, Exec-managerial, Unmarried, Black, Female,0.0,0.0,40.0, United-States,29
4347,0, Private,20109, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,84.0, United-States,40
4348,1, Private,114758, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,65.0, United-States,53
4349,0, Private,100345, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,35.0, United-States,22
4350,1, Private,184901, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,33
4351,0, Private,87239, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,28
4352,0, Private,127363, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,12.0, United-States,63
4353,1, Federal-gov,199720, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,60.0, Germany,53
4354,0, Private,143058, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,37
4355,0, Federal-gov,36489, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States,50
4356,0, Private,141698, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,22
4357,0, Federal-gov,26358, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,40
4358,1, Private,195532, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,8614.0,0.0,40.0, United-States,22
4359,0, Private,30039, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,21
4360,0, Private,125159, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, Jamaica,25
4361,0, Private,246250, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States,20
4362,0, Federal-gov,77370, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,43
4363,0, Private,355569, Assoc-voc,11, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,50.0, United-States,29
4364,1, Private,180603, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,32
4365,1, Private,201785, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,42
4366,0, Private,256211, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, South,33
4367,1, Private,146764, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,27
4368,0, ?,211968, Some-college,10, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, Iran,22
4369,0, Private,200515, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,38.0, United-States,29
4370,0, Private,52636, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,29
4371,0, Private,27049, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,20.0, United-States,20
4372,0, Private,111128, 10th,6, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,35
4373,1, Self-emp-not-inc,348038, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,50.0, Puerto-Rico,31
4374,0, Private,93930, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,33
4375,0, Private,397831, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1539.0,40.0, United-States,67
4376,0, Private,33794, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,10.0, United-States,46
4377,1, Private,178215, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,40.0, United-States,45
4378,0, Local-gov,191910, 11th,7, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, United-States,17
4379,1, Private,340110, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1848.0,70.0, United-States,35
4380,1, Self-emp-not-inc,133694, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,0.0,0.0,40.0, Jamaica,48
4381,0, Private,148398, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,49
4382,0, Private,133515, Some-college,10, Never-married, Sales, Other-relative, White, Female,0.0,0.0,40.0, United-States,20
4383,0, Private,181667, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013.0,0.0,46.0, Canada,27
4384,0, Private,159715, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,20.0, United-States,64
4385,0, Federal-gov,174040, Some-college,10, Separated, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,53
4386,0, Private,117700, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,52
4387,0, Private,37215, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States,29
4388,1, Self-emp-inc,46807, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,99999.0,0.0,40.0, United-States,32
4389,1, Self-emp-not-inc,317360, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,20.0, United-States,48
4390,0, Private,425627, Some-college,10, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, Mexico,30
4391,0, Private,82623, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,20.0, United-States,34
4392,0, ?,63574, Some-college,10, Never-married, ?, Own-child, White, Male,0.0,0.0,50.0, United-States,19
4393,0, Private,140854, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,39
4394,0, Private,185061, 11th,7, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,40.0, United-States,28
4395,0, Private,160118, 12th,8, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,10.0, ?,17
4396,0, Private,282680, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,54
4397,0, Private,137591, Some-college,10, Never-married, Sales, Own-child, White, Male,0.0,1762.0,40.0, United-States,24
4398,0, Private,198163, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, United-States,25
4399,0, Private,132749, 11th,7, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,12.0, United-States,25
4400,1, Local-gov,31264, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,5178.0,0.0,40.0, United-States,48
4401,0, Private,399449, Bachelors,13, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States,24
4402,0, Private,27494, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, Taiwan,31
4403,1, Private,368561, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,47
4404,1, Private,102096, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, ?,45
4405,0, Private,406078, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,25.0, United-States,19
4406,1, Self-emp-inc,100506, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,50.0, United-States,52
4407,0, Private,29658, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,52
4408,0, ?,20469, HS-grad,9, Never-married, ?, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,12.0, South,19
4409,0, Private,181953, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,28.0, United-States,60
4410,1, Private,304175, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,43
4411,0, Private,170070, Assoc-acdm,12, Divorced, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States,24
4412,0, ?,193416, Some-college,10, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States,20
4413,0, Private,194908, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,51
4414,0, Self-emp-not-inc,357962, 9th,5, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,38
4415,0, Private,214716, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,10.0, United-States,21
4416,1, Self-emp-inc,207578, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States,40
4417,0, Private,146409, Some-college,10, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,54
4418,0, Private,341643, Bachelors,13, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,50.0, United-States,35
4419,0, Private,131631, 11th,7, Separated, Machine-op-inspct, Unmarried, Black, Male,0.0,0.0,40.0, United-States,52
4420,1, Private,88842, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,40.0, United-States,53
4421,0, ?,128900, Some-college,10, Widowed, ?, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,56
4422,0, Private,417136, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Male,0.0,0.0,40.0, United-States,35
4423,0, Self-emp-not-inc,336763, Some-college,10, Divorced, Sales, Unmarried, White, Female,0.0,880.0,42.0, United-States,43
4424,0, Private,209301, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Canada,29
4425,0, Private,120986, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,65.0, United-States,29
4426,0, Private,51025, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,27
4427,0, Private,218281, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Mexico,58
4428,0, Private,114994, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,18.0, United-States,64
4429,0, Private,335481, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,32.0, United-States,53
